Time	V(N001)	V(N002)	V(N003)	I(V1)	I(R1)	I(C1)	I(L1)	
1.005	1.54508	0.253794	0.301726	-0.00129129	0.00129129	0.00129129	0.00129129	
1.0055	1.69369	0.251536	0.298822	-0.00144215	0.00144215	0.00144215	0.00144215	
1.006	1.84062	0.249058	0.295623	-0.00159156	0.00159156	0.00159156	0.00159156	
1.0065	1.98574	0.246363	0.292132	-0.00173938	0.00173938	0.00173938	0.00173938	
1.007	2.1289	0.243454	0.288354	-0.00188544	0.00188544	0.00188544	0.00188544	
1.0075	2.26995	0.240333	0.28429	-0.00202962	0.00202962	0.00202962	0.00202962	
1.008	2.40877	0.237004	0.279946	-0.00217176	0.00217176	0.00217176	0.00217176	
1.0085	2.54521	0.23347	0.275326	-0.00231174	0.00231174	0.00231174	0.00231174	
1.009	2.67913	0.229734	0.270434	-0.0024494	0.0024494	0.0024494	0.0024494	
1.0095	2.81042	0.2258	0.265275	-0.00258462	0.00258462	0.00258462	0.00258462	
1.01	2.93893	0.221671	0.259855	-0.00271725	0.00271725	0.00271725	0.00271725	
1.0105	3.06454	0.217353	0.254178	-0.00284718	0.00284718	0.00284718	0.00284718	
1.011	3.18712	0.212849	0.24825	-0.00297427	0.00297427	0.00297427	0.00297427	
1.0115	3.30656	0.208163	0.242077	-0.0030984	0.0030984	0.0030984	0.0030984	
1.012	3.42274	0.203301	0.235666	-0.00321943	0.00321943	0.00321943	0.00321943	
1.0125	3.53553	0.198266	0.229021	-0.00333727	0.00333727	0.00333727	0.00333727	
1.013	3.64484	0.193065	0.222151	-0.00345178	0.00345178	0.00345178	0.00345178	
1.0135	3.75056	0.187701	0.215062	-0.00356285	0.00356285	0.00356285	0.00356285	
1.014	3.85257	0.182181	0.20776	-0.00367038	0.00367038	0.00367038	0.00367038	
1.0145	3.95078	0.17651	0.200254	-0.00377427	0.00377427	0.00377427	0.00377427	
1.015	4.04508	0.170693	0.19255	-0.00387439	0.00387439	0.00387439	0.00387439	
1.0155	4.1354	0.164736	0.184656	-0.00397067	0.00397067	0.00397067	0.00397067	
1.016	4.22164	0.158645	0.176579	-0.00406299	0.00406299	0.00406299	0.00406299	
1.0165	4.30371	0.152426	0.168329	-0.00415128	0.00415128	0.00415128	0.00415128	
1.017	4.38153	0.146085	0.159912	-0.00423545	0.00423545	0.00423545	0.00423545	
1.0175	4.45503	0.139628	0.151337	-0.0043154	0.0043154	0.0043154	0.0043154	
1.018	4.52414	0.133062	0.142614	-0.00439107	0.00439107	0.00439107	0.00439107	
1.0185	4.58877	0.126393	0.133749	-0.00446238	0.00446238	0.00446238	0.00446238	
1.019	4.64888	0.119628	0.124753	-0.00452925	0.00452925	0.00452925	0.00452925	
1.0195	4.7044	0.112773	0.115633	-0.00459163	0.00459163	0.00459163	0.00459163	
1.02	4.75528	0.105835	0.106399	-0.00464945	0.00464945	0.00464945	0.00464945	
1.0205	4.80147	0.0988211	0.0970609	-0.00470265	0.00470265	0.00470265	0.00470265	
1.021	4.84292	0.091738	0.0876265	-0.00475118	0.00475118	0.00475118	0.00475118	
1.0215	4.87958	0.0845928	0.0781057	-0.00479499	0.00479499	0.00479499	0.00479499	
1.022	4.91144	0.0773924	0.0685078	-0.00483404	0.00483404	0.00483404	0.00483404	
1.0225	4.93844	0.0701439	0.0588423	-0.0048683	0.0048683	0.0048683	0.0048683	
1.023	4.96057	0.0628546	0.0491188	-0.00489772	0.00489772	0.00489772	0.00489772	
1.0235	4.97781	0.0555315	0.0393469	-0.00492228	0.00492228	0.00492228	0.00492228	
1.024	4.99013	0.0481819	0.0295361	-0.00494195	0.00494195	0.00494195	0.00494195	
1.0245	4.99753	0.040813	0.0196962	-0.00495672	0.00495672	0.00495672	0.00495672	
1.025	5	0.0334321	0.00983696	-0.00496657	0.00496657	0.00496657	0.00496657	
1.0255	4.99753	0.0260464	-3.20031e-05	-0.00497149	0.00497149	0.00497149	0.00497149	
1.026	4.99013	0.0186632	-0.0099009	-0.00497147	0.00497147	0.00497147	0.00497147	
1.0265	4.97781	0.0112899	-0.01976	-0.00496652	0.00496652	0.00496652	0.00496652	
1.027	4.96057	0.00393356	-0.0295996	-0.00495664	0.00495664	0.00495664	0.00495664	
1.0275	4.93844	-0.00339846	-0.0394099	-0.00494184	0.00494184	0.00494184	0.00494184	
1.028	4.91144	-0.0106989	-0.0491813	-0.00492214	0.00492214	0.00492214	0.00492214	
1.0285	4.87958	-0.0179607	-0.0589042	-0.00489754	0.00489754	0.00489754	0.00489754	
1.029	4.84292	-0.0251766	-0.0685689	-0.00486809	0.00486809	0.00486809	0.00486809	
1.0295	4.80147	-0.0323396	-0.0781659	-0.00483381	0.00483381	0.00483381	0.00483381	
1.03	4.75528	-0.0394425	-0.0876857	-0.00479473	0.00479473	0.00479473	0.00479473	
1.0305	4.7044	-0.0464784	-0.0971189	-0.00475088	0.00475088	0.00475088	0.00475088	
1.031	4.64888	-0.0534404	-0.106456	-0.00470232	0.00470232	0.00470232	0.00470232	
1.0315	4.58877	-0.0603215	-0.115689	-0.00464909	0.00464909	0.00464909	0.00464909	
1.032	4.52414	-0.067115	-0.124807	-0.00459125	0.00459125	0.00459125	0.00459125	
1.0325	4.45503	-0.0738143	-0.133802	-0.00452885	0.00452885	0.00452885	0.00452885	
1.033	4.38153	-0.0804127	-0.142664	-0.00446195	0.00446195	0.00446195	0.00446195	
1.0335	4.30371	-0.0869038	-0.151386	-0.00439061	0.00439061	0.00439061	0.00439061	
1.034	4.22164	-0.093281	-0.159959	-0.00431492	0.00431492	0.00431492	0.00431492	
1.0345	4.1354	-0.0995383	-0.168374	-0.00423494	0.00423494	0.00423494	0.00423494	
1.035	4.04508	-0.105669	-0.176622	-0.00415075	0.00415075	0.00415075	0.00415075	
1.0355	3.95078	-0.111668	-0.184696	-0.00406244	0.00406244	0.00406244	0.00406244	
1.036	3.85257	-0.117529	-0.192588	-0.00397009	0.00397009	0.00397009	0.00397009	
1.0365	3.75056	-0.123245	-0.20029	-0.0038738	0.0038738	0.0038738	0.0038738	
1.037	3.64484	-0.128813	-0.207794	-0.00377366	0.00377366	0.00377366	0.00377366	
1.0375	3.53553	-0.134225	-0.215093	-0.00366976	0.00366976	0.00366976	0.00366976	
1.038	3.42274	-0.139477	-0.22218	-0.00356221	0.00356221	0.00356221	0.00356221	
1.0385	3.30656	-0.144563	-0.229047	-0.00345112	0.00345112	0.00345112	0.00345112	
1.039	3.18712	-0.149479	-0.235689	-0.0033366	0.0033366	0.0033366	0.0033366	
1.0395	3.06454	-0.154219	-0.242097	-0.00321875	0.00321875	0.00321875	0.00321875	
1.04	2.93893	-0.158779	-0.248267	-0.00309771	0.00309771	0.00309771	0.00309771	
1.0405	2.81042	-0.163155	-0.254192	-0.00297357	0.00297357	0.00297357	0.00297357	
1.041	2.67913	-0.167342	-0.259866	-0.00284648	0.00284648	0.00284648	0.00284648	
1.0415	2.54521	-0.171337	-0.265283	-0.00271654	0.00271654	0.00271654	0.00271654	
1.042	2.40877	-0.175134	-0.270438	-0.0025839	0.0025839	0.0025839	0.0025839	
1.0425	2.26995	-0.17873	-0.275327	-0.00244868	0.00244868	0.00244868	0.00244868	
1.043	2.1289	-0.182123	-0.279944	-0.00231102	0.00231102	0.00231102	0.00231102	
1.0435	1.98574	-0.185308	-0.284284	-0.00217105	0.00217105	0.00217105	0.00217105	
1.044	1.84062	-0.188282	-0.288344	-0.00202891	0.00202891	0.00202891	0.00202891	
1.0445	1.69369	-0.191043	-0.29212	-0.00188473	0.00188473	0.00188473	0.00188473	
1.045	1.54508	-0.193588	-0.295607	-0.00173867	0.00173867	0.00173867	0.00173867	
1.0455	1.39496	-0.195914	-0.298802	-0.00159087	0.00159087	0.00159087	0.00159087	
1.046	1.24345	-0.198019	-0.301703	-0.00144147	0.00144147	0.00144147	0.00144147	
1.0465	1.09072	-0.199901	-0.304305	-0.00129062	0.00129062	0.00129062	0.00129062	
1.047	0.936907	-0.201558	-0.306608	-0.00113846	0.00113846	0.00113846	0.00113846	
1.0475	0.782172	-0.202988	-0.308607	-0.000985161	0.000985161	0.000985161	0.000985161	
1.048	0.626666	-0.204191	-0.310302	-0.000830857	0.000830857	0.000830857	0.000830857	
1.0485	0.470542	-0.205164	-0.311691	-0.000675706	0.000675706	0.000675706	0.000675706	
1.049	0.313953	-0.205908	-0.312772	-0.00051986	0.00051986	0.00051986	0.00051986	
1.0495	0.157054	-0.20642	-0.313545	-0.000363474	0.000363474	0.000363474	0.000363474	
1.05	1.88955e-11	-0.206702	-0.314008	-0.000206702	0.000206702	0.000206702	0.000206702	
1.0505	-0.157054	-0.206751	-0.314161	-4.96976e-05	4.96976e-05	4.96976e-05	4.96976e-05	
1.051	-0.313953	-0.20657	-0.314004	0.000107383	-0.000107383	-0.000107383	-0.000107383	
1.0515	-0.470542	-0.206156	-0.313537	0.000264385	-0.000264385	-0.000264385	-0.000264385	
1.052	-0.626666	-0.205512	-0.312761	0.000421154	-0.000421154	-0.000421154	-0.000421154	
1.0525	-0.782172	-0.204638	-0.311676	0.000577534	-0.000577534	-0.000577534	-0.000577534	
1.053	-0.936907	-0.203534	-0.310284	0.000733372	-0.000733372	-0.000733372	-0.000733372	
1.0535	-1.09072	-0.202202	-0.308585	0.000888514	-0.000888514	-0.000888514	-0.000888514	
1.054	-1.24345	-0.200643	-0.306581	0.00104281	-0.00104281	-0.00104281	-0.00104281	
1.0545	-1.39496	-0.198858	-0.304275	0.0011961	-0.0011961	-0.0011961	-0.0011961	
1.055	-1.54508	-0.19685	-0.301669	0.00134823	-0.00134823	-0.00134823	-0.00134823	
1.0555	-1.69369	-0.19462	-0.298765	0.00149907	-0.00149907	-0.00149907	-0.00149907	
1.056	-1.84062	-0.192171	-0.295566	0.00164845	-0.00164845	-0.00164845	-0.00164845	
1.0565	-1.98574	-0.189504	-0.292076	0.00179624	-0.00179624	-0.00179624	-0.00179624	
1.057	-2.1289	-0.186624	-0.288297	0.00194227	-0.00194227	-0.00194227	-0.00194227	
1.0575	-2.26995	-0.183531	-0.284233	0.00208642	-0.00208642	-0.00208642	-0.00208642	
1.058	-2.40877	-0.180231	-0.279889	0.00222854	-0.00222854	-0.00222854	-0.00222854	
1.0585	-2.54521	-0.176725	-0.275269	0.00236848	-0.00236848	-0.00236848	-0.00236848	
1.059	-2.67913	-0.173017	-0.270377	0.00250612	-0.00250612	-0.00250612	-0.00250612	
1.0595	-2.81042	-0.169111	-0.265218	0.00264131	-0.00264131	-0.00264131	-0.00264131	
1.06	-2.93893	-0.165012	-0.259798	0.00277391	-0.00277391	-0.00277391	-0.00277391	
1.0605	-3.06454	-0.160722	-0.254121	0.00290381	-0.00290381	-0.00290381	-0.00290381	
1.061	-3.18712	-0.156246	-0.248193	0.00303087	-0.00303087	-0.00303087	-0.00303087	
1.0615	-3.30656	-0.151588	-0.242021	0.00315497	-0.00315497	-0.00315497	-0.00315497	
1.062	-3.42274	-0.146754	-0.235609	0.00327598	-0.00327598	-0.00327598	-0.00327598	
1.0625	-3.53553	-0.141748	-0.228965	0.00339379	-0.00339379	-0.00339379	-0.00339379	
1.063	-3.64484	-0.136575	-0.222095	0.00350827	-0.00350827	-0.00350827	-0.00350827	
1.0635	-3.75056	-0.13124	-0.215005	0.00361932	-0.00361932	-0.00361932	-0.00361932	
1.064	-3.85257	-0.125748	-0.207704	0.00372682	-0.00372682	-0.00372682	-0.00372682	
1.0645	-3.95078	-0.120105	-0.200197	0.00383067	-0.00383067	-0.00383067	-0.00383067	
1.065	-4.04508	-0.114316	-0.192493	0.00393077	-0.00393077	-0.00393077	-0.00393077	
1.0655	-4.1354	-0.108387	-0.184599	0.00402702	-0.00402702	-0.00402702	-0.00402702	
1.066	-4.22164	-0.102325	-0.176523	0.00411932	-0.00411932	-0.00411932	-0.00411932	
1.0665	-4.30371	-0.0961336	-0.168272	0.00420758	-0.00420758	-0.00420758	-0.00420758	
1.067	-4.38153	-0.0898207	-0.159856	0.00429171	-0.00429171	-0.00429171	-0.00429171	
1.0675	-4.45503	-0.0833922	-0.151281	0.00437164	-0.00437164	-0.00437164	-0.00437164	
1.068	-4.52414	-0.0768542	-0.142557	0.00444728	-0.00444728	-0.00444728	-0.00444728	
1.0685	-4.58877	-0.0702134	-0.133693	0.00451856	-0.00451856	-0.00451856	-0.00451856	
1.069	-4.64888	-0.0634762	-0.124696	0.00458541	-0.00458541	-0.00458541	-0.00458541	
1.0695	-4.7044	-0.0566494	-0.115577	0.00464775	-0.00464775	-0.00464775	-0.00464775	
1.07	-4.75528	-0.0497396	-0.106343	0.00470554	-0.00470554	-0.00470554	-0.00470554	
1.0705	-4.80147	-0.0427538	-0.0970047	0.00475871	-0.00475871	-0.00475871	-0.00475871	
1.071	-4.84292	-0.0356988	-0.0875704	0.00480722	-0.00480722	-0.00480722	-0.00480722	
1.0715	-4.87958	-0.0285816	-0.0780496	0.004851	-0.004851	-0.004851	-0.004851	
1.072	-4.91144	-0.0214093	-0.0684517	0.00489003	-0.00489003	-0.00489003	-0.00489003	
1.0725	-4.93844	-0.0141889	-0.0587863	0.00492425	-0.00492425	-0.00492425	-0.00492425	
1.073	-4.96057	-0.00692751	-0.0490628	0.00495365	-0.00495365	-0.00495365	-0.00495365	
1.0735	-4.97781	0.000367587	-0.0392909	0.00497818	-0.00497818	-0.00497818	-0.00497818	
1.074	-4.99013	0.00768922	-0.0294802	0.00499782	-0.00499782	-0.00499782	-0.00499782	
1.0745	-4.99753	0.0150302	-0.0196403	0.00501256	-0.00501256	-0.00501256	-0.00501256	
1.075	-5	0.0223831	-0.00978109	0.00502238	-0.00502238	-0.00502238	-0.00502238	
1.0755	-4.99753	0.0297409	8.78463e-05	0.00502727	-0.00502727	-0.00502727	-0.00502727	
1.076	-4.99013	0.0370961	0.00995672	0.00502723	-0.00502723	-0.00502723	-0.00502723	
1.0765	-4.97781	0.0444416	0.0198158	0.00502225	-0.00502225	-0.00502225	-0.00502225	
1.077	-4.96057	0.05177	0.0296553	0.00501234	-0.00501234	-0.00501234	-0.00501234	
1.0775	-4.93844	0.0590741	0.0394656	0.00499752	-0.00499752	-0.00499752	-0.00499752	
1.078	-4.91144	0.0663467	0.049237	0.00497778	-0.00497778	-0.00497778	-0.00497778	
1.0785	-4.87958	0.0735807	0.0589599	0.00495316	-0.00495316	-0.00495316	-0.00495316	
1.079	-4.84292	0.0807688	0.0686245	0.00492368	-0.00492368	-0.00492368	-0.00492368	
1.0795	-4.80147	0.0879039	0.0782215	0.00488937	-0.00488937	-0.00488937	-0.00488937	
1.08	-4.75528	0.094979	0.0877413	0.00485026	-0.00485026	-0.00485026	-0.00485026	
1.0805	-4.7044	0.101987	0.0971745	0.00480639	-0.00480639	-0.00480639	-0.00480639	
1.081	-4.64888	0.108921	0.106512	0.0047578	-0.0047578	-0.0047578	-0.0047578	
1.0815	-4.58877	0.115775	0.115744	0.00470455	-0.00470455	-0.00470455	-0.00470455	
1.082	-4.52414	0.12254	0.124862	0.00464668	-0.00464668	-0.00464668	-0.00464668	
1.0825	-4.45503	0.129212	0.133857	0.00458424	-0.00458424	-0.00458424	-0.00458424	
1.083	-4.38153	0.135783	0.14272	0.00451732	-0.00451732	-0.00451732	-0.00451732	
1.0835	-4.30371	0.142246	0.151442	0.00444596	-0.00444596	-0.00444596	-0.00444596	
1.084	-4.22164	0.148596	0.160014	0.00437024	-0.00437024	-0.00437024	-0.00437024	
1.0845	-4.1354	0.154825	0.168429	0.00429023	-0.00429023	-0.00429023	-0.00429023	
1.085	-4.04508	0.160928	0.176678	0.00420601	-0.00420601	-0.00420601	-0.00420601	
1.0855	-3.95078	0.1669	0.184752	0.00411767	-0.00411767	-0.00411767	-0.00411767	
1.086	-3.85257	0.172733	0.192644	0.0040253	-0.0040253	-0.0040253	-0.0040253	
1.0865	-3.75056	0.178422	0.200345	0.00392898	-0.00392898	-0.00392898	-0.00392898	
1.087	-3.64484	0.183961	0.207849	0.0038288	-0.0038288	-0.0038288	-0.0038288	
1.0875	-3.53553	0.189346	0.215148	0.00372488	-0.00372488	-0.00372488	-0.00372488	
1.088	-3.42274	0.19457	0.222235	0.00361731	-0.00361731	-0.00361731	-0.00361731	
1.0885	-3.30656	0.199629	0.229102	0.00350619	-0.00350619	-0.00350619	-0.00350619	
1.089	-3.18712	0.204517	0.235744	0.00339164	-0.00339164	-0.00339164	-0.00339164	
1.0895	-3.06454	0.20923	0.242152	0.00327377	-0.00327377	-0.00327377	-0.00327377	
1.09	-2.93893	0.213763	0.248322	0.00315269	-0.00315269	-0.00315269	-0.00315269	
1.0905	-2.81042	0.218111	0.254247	0.00302853	-0.00302853	-0.00302853	-0.00302853	
1.091	-2.67913	0.222271	0.259921	0.0029014	-0.0029014	-0.0029014	-0.0029014	
1.0915	-2.54521	0.226237	0.265338	0.00277144	-0.00277144	-0.00277144	-0.00277144	
1.092	-2.40877	0.230007	0.270493	0.00263878	-0.00263878	-0.00263878	-0.00263878	
1.0925	-2.26995	0.233576	0.275382	0.00250353	-0.00250353	-0.00250353	-0.00250353	
1.093	-2.1289	0.236941	0.279999	0.00236584	-0.00236584	-0.00236584	-0.00236584	
1.0935	-1.98574	0.240099	0.284339	0.00222584	-0.00222584	-0.00222584	-0.00222584	
1.094	-1.84062	0.243046	0.288399	0.00208367	-0.00208367	-0.00208367	-0.00208367	
1.0945	-1.69369	0.245779	0.292175	0.00193947	-0.00193947	-0.00193947	-0.00193947	
1.095	-1.54508	0.248297	0.295662	0.00179338	-0.00179338	-0.00179338	-0.00179338	
1.0955	-1.39496	0.250595	0.298857	0.00164555	-0.00164555	-0.00164555	-0.00164555	
1.096	-1.24345	0.252673	0.301757	0.00149612	-0.00149612	-0.00149612	-0.00149612	
1.0965	-1.09072	0.254527	0.30436	0.00134524	-0.00134524	-0.00134524	-0.00134524	
1.097	-0.936907	0.256157	0.306662	0.00119306	-0.00119306	-0.00119306	-0.00119306	
1.0975	-0.782172	0.25756	0.308662	0.00103973	-0.00103973	-0.00103973	-0.00103973	
1.098	-0.626666	0.258735	0.310357	0.000885402	-0.000885402	-0.000885402	-0.000885402	
1.0985	-0.470542	0.259682	0.311746	0.000730223	-0.000730223	-0.000730223	-0.000730223	
1.099	-0.313953	0.260398	0.312827	0.00057435	-0.00057435	-0.00057435	-0.00057435	
1.0995	-0.157054	0.260883	0.313599	0.000417937	-0.000417937	-0.000417937	-0.000417937	
1.1	-2.06547e-11	0.261137	0.314062	0.000261137	-0.000261137	-0.000261137	-0.000261137	
1.1005	0.157054	0.26116	0.314216	0.000104106	-0.000104106	-0.000104106	-0.000104106	
1.101	0.313953	0.260951	0.314059	-5.3002e-05	5.3002e-05	5.3002e-05	5.3002e-05	
1.1015	0.470542	0.26051	0.313592	-0.000210031	0.000210031	0.000210031	0.000210031	
1.102	0.626666	0.259839	0.312815	-0.000366827	0.000366827	0.000366827	0.000366827	
1.1025	0.782172	0.258937	0.31173	-0.000523235	0.000523235	0.000523235	0.000523235	
1.103	0.936907	0.257806	0.310338	-0.0006791	0.0006791	0.0006791	0.0006791	
1.1035	1.09072	0.256447	0.308639	-0.000834269	0.000834269	0.000834269	0.000834269	
1.104	1.24345	0.254861	0.306636	-0.000988589	0.000988589	0.000988589	0.000988589	
1.1045	1.39496	0.253049	0.30433	-0.00114191	0.00114191	0.00114191	0.00114191	
1.105	1.54508	0.251014	0.301723	-0.00129407	0.00129407	0.00129407	0.00129407	
1.1055	1.69369	0.248757	0.298819	-0.00144493	0.00144493	0.00144493	0.00144493	
1.106	1.84062	0.24628	0.29562	-0.00159434	0.00159434	0.00159434	0.00159434	
1.1065	1.98574	0.243587	0.29213	-0.00174215	0.00174215	0.00174215	0.00174215	
1.107	2.1289	0.240679	0.288351	-0.00188822	0.00188822	0.00188822	0.00188822	
1.1075	2.26995	0.23756	0.284287	-0.00203239	0.00203239	0.00203239	0.00203239	
1.108	2.40877	0.234232	0.279943	-0.00217454	0.00217454	0.00217454	0.00217454	
1.1085	2.54521	0.230699	0.275323	-0.00231451	0.00231451	0.00231451	0.00231451	
1.109	2.67913	0.226964	0.270431	-0.00245217	0.00245217	0.00245217	0.00245217	
1.1095	2.81042	0.223031	0.265272	-0.00258739	0.00258739	0.00258739	0.00258739	
1.11	2.93893	0.218905	0.259852	-0.00272002	0.00272002	0.00272002	0.00272002	
1.1105	3.06454	0.214588	0.254175	-0.00284995	0.00284995	0.00284995	0.00284995	
1.111	3.18712	0.210085	0.248247	-0.00297704	0.00297704	0.00297704	0.00297704	
1.1115	3.30656	0.205401	0.242074	-0.00310116	0.00310116	0.00310116	0.00310116	
1.112	3.42274	0.20054	0.235663	-0.0032222	0.0032222	0.0032222	0.0032222	
1.1125	3.53553	0.195507	0.229019	-0.00334003	0.00334003	0.00334003	0.00334003	
1.113	3.64484	0.190306	0.222149	-0.00345454	0.00345454	0.00345454	0.00345454	
1.1135	3.75056	0.184944	0.215059	-0.00356561	0.00356561	0.00356561	0.00356561	
1.114	3.85257	0.179426	0.207758	-0.00367314	0.00367314	0.00367314	0.00367314	
1.1145	3.95078	0.173756	0.200251	-0.00377702	0.00377702	0.00377702	0.00377702	
1.115	4.04508	0.16794	0.192547	-0.00387714	0.00387714	0.00387714	0.00387714	
1.1155	4.1354	0.161984	0.184653	-0.00397342	0.00397342	0.00397342	0.00397342	
1.116	4.22164	0.155895	0.176576	-0.00406574	0.00406574	0.00406574	0.00406574	
1.1165	4.30371	0.149677	0.168326	-0.00415403	0.00415403	0.00415403	0.00415403	
1.117	4.38153	0.143337	0.159909	-0.0042382	0.0042382	0.0042382	0.0042382	
1.1175	4.45503	0.136882	0.151335	-0.00431815	0.00431815	0.00431815	0.00431815	
1.118	4.52414	0.130317	0.142611	-0.00439382	0.00439382	0.00439382	0.00439382	
1.1185	4.58877	0.12365	0.133746	-0.00446512	0.00446512	0.00446512	0.00446512	
1.119	4.64888	0.116886	0.12475	-0.004532	0.004532	0.004532	0.004532	
1.1195	4.7044	0.110032	0.11563	-0.00459437	0.00459437	0.00459437	0.00459437	
1.12	4.75528	0.103096	0.106397	-0.00465219	0.00465219	0.00465219	0.00465219	
1.1205	4.80147	0.0960833	0.0970581	-0.00470539	0.00470539	0.00470539	0.00470539	
1.121	4.84292	0.0890016	0.0876237	-0.00475391	0.00475391	0.00475391	0.00475391	
1.1215	4.87958	0.0818577	0.0781029	-0.00479773	0.00479773	0.00479773	0.00479773	
1.122	4.91144	0.0746587	0.068505	-0.00483678	0.00483678	0.00483678	0.00483678	
1.1225	4.93844	0.0674117	0.0588396	-0.00487103	0.00487103	0.00487103	0.00487103	
1.123	4.96057	0.0601237	0.0491161	-0.00490045	0.00490045	0.00490045	0.00490045	
1.1235	4.97781	0.0528019	0.0393441	-0.00492501	0.00492501	0.00492501	0.00492501	
1.124	4.99013	0.0454537	0.0295334	-0.00494468	0.00494468	0.00494468	0.00494468	
1.1245	4.99753	0.0380862	0.0196935	-0.00495945	0.00495945	0.00495945	0.00495945	
1.125	5	0.0307066	0.00983423	-0.00496929	0.00496929	0.00496929	0.00496929	
1.1255	4.99753	0.0233223	-3.47299e-05	-0.00497421	0.00497421	0.00497421	0.00497421	
1.126	4.99013	0.0159405	-0.00990363	-0.00497419	0.00497419	0.00497419	0.00497419	
1.1265	4.97781	0.0085685	-0.0197627	-0.00496924	0.00496924	0.00496924	0.00496924	
1.127	4.96057	0.00121354	-0.0296023	-0.00495936	0.00495936	0.00495936	0.00495936	
1.1275	4.93844	-0.00611711	-0.0394126	-0.00494456	0.00494456	0.00494456	0.00494456	
1.128	4.91144	-0.0134162	-0.049184	-0.00492485	0.00492485	0.00492485	0.00492485	
1.1285	4.87958	-0.0206767	-0.0589069	-0.00490026	0.00490026	0.00490026	0.00490026	
1.129	4.84292	-0.0278912	-0.0685716	-0.00487081	0.00487081	0.00487081	0.00487081	
1.1295	4.80147	-0.0350528	-0.0781686	-0.00483652	0.00483652	0.00483652	0.00483652	
1.13	4.75528	-0.0421544	-0.0876884	-0.00479744	0.00479744	0.00479744	0.00479744	
1.1305	4.7044	-0.0491889	-0.0971217	-0.00475359	0.00475359	0.00475359	0.00475359	
1.131	4.64888	-0.0561495	-0.106459	-0.00470503	0.00470503	0.00470503	0.00470503	
1.1315	4.58877	-0.0630293	-0.115691	-0.0046518	0.0046518	0.0046518	0.0046518	
1.132	4.52414	-0.0698215	-0.124809	-0.00459396	0.00459396	0.00459396	0.00459396	
1.1325	4.45503	-0.0765194	-0.133804	-0.00453155	0.00453155	0.00453155	0.00453155	
1.133	4.38153	-0.0831165	-0.142667	-0.00446465	0.00446465	0.00446465	0.00446465	
1.1335	4.30371	-0.0896061	-0.151389	-0.00439332	0.00439332	0.00439332	0.00439332	
1.134	4.22164	-0.0959821	-0.159962	-0.00431762	0.00431762	0.00431762	0.00431762	
1.1345	4.1354	-0.102238	-0.168376	-0.00423764	0.00423764	0.00423764	0.00423764	
1.135	4.04508	-0.108368	-0.176625	-0.00415345	0.00415345	0.00415345	0.00415345	
1.1355	3.95078	-0.114365	-0.184699	-0.00406514	0.00406514	0.00406514	0.00406514	
1.136	3.85257	-0.120224	-0.192591	-0.00397279	0.00397279	0.00397279	0.00397279	
1.1365	3.75056	-0.12594	-0.200293	-0.0038765	0.0038765	0.0038765	0.0038765	
1.137	3.64484	-0.131506	-0.207797	-0.00377635	0.00377635	0.00377635	0.00377635	
1.1375	3.53553	-0.136916	-0.215096	-0.00367245	0.00367245	0.00367245	0.00367245	
1.138	3.42274	-0.142167	-0.222183	-0.0035649	0.0035649	0.0035649	0.0035649	
1.1385	3.30656	-0.147252	-0.22905	-0.00345381	0.00345381	0.00345381	0.00345381	
1.139	3.18712	-0.152166	-0.235691	-0.00333929	0.00333929	0.00333929	0.00333929	
1.1395	3.06454	-0.156905	-0.2421	-0.00322144	0.00322144	0.00322144	0.00322144	
1.14	2.93893	-0.161464	-0.24827	-0.00310039	0.00310039	0.00310039	0.00310039	
1.1405	2.81042	-0.165839	-0.254194	-0.00297626	0.00297626	0.00297626	0.00297626	
1.141	2.67913	-0.170025	-0.259868	-0.00284916	0.00284916	0.00284916	0.00284916	
1.1415	2.54521	-0.174017	-0.265286	-0.00271922	0.00271922	0.00271922	0.00271922	
1.142	2.40877	-0.177813	-0.270441	-0.00258658	0.00258658	0.00258658	0.00258658	
1.1425	2.26995	-0.181409	-0.27533	-0.00245136	0.00245136	0.00245136	0.00245136	
1.143	2.1289	-0.1848	-0.279947	-0.0023137	0.0023137	0.0023137	0.0023137	
1.1435	1.98574	-0.187983	-0.284287	-0.00217372	0.00217372	0.00217372	0.00217372	
1.144	1.84062	-0.190957	-0.288347	-0.00203158	0.00203158	0.00203158	0.00203158	
1.1445	1.69369	-0.193716	-0.292123	-0.00188741	0.00188741	0.00188741	0.00188741	
1.145	1.54508	-0.19626	-0.29561	-0.00174134	0.00174134	0.00174134	0.00174134	
1.1455	1.39496	-0.198584	-0.298805	-0.00159354	0.00159354	0.00159354	0.00159354	
1.146	1.24345	-0.200688	-0.301705	-0.00144414	0.00144414	0.00144414	0.00144414	
1.1465	1.09072	-0.202568	-0.304308	-0.00129328	0.00129328	0.00129328	0.00129328	
1.147	0.936907	-0.204224	-0.30661	-0.00114113	0.00114113	0.00114113	0.00114113	
1.1475	0.782172	-0.205653	-0.30861	-0.000987825	0.000987825	0.000987825	0.000987825	
1.148	0.626666	-0.206854	-0.310305	-0.000833521	0.000833521	0.000833521	0.000833521	
1.1485	0.470542	-0.207826	-0.311694	-0.000678368	0.000678368	0.000678368	0.000678368	
1.149	0.313953	-0.208568	-0.312775	-0.000522521	0.000522521	0.000522521	0.000522521	
1.1495	0.157054	-0.20908	-0.313548	-0.000366133	0.000366133	0.000366133	0.000366133	
