Time	V(N001)	V(N002)	I(V1)	I(R1)	I(C1)	
2.719	4.64888	-0.0252116	-0.00467409	-0.00467409	-0.00467409	
2.72	4.75528	-0.0205375	-0.00477582	-0.00477582	-0.00477582	
2.721	4.84292	-0.0157616	-0.00485868	-0.00485868	-0.00485868	
2.722	4.91144	-0.010903	-0.00492234	-0.00492234	-0.00492234	
2.723	4.96057	-0.00598062	-0.00496655	-0.00496655	-0.00496655	
2.724	4.99013	-0.00101407	-0.00499115	-0.00499115	-0.00499115	
2.725	5	0.00397708	-0.00499602	-0.00499602	-0.00499602	
2.726	4.99013	0.0089731	-0.00498116	-0.00498116	-0.00498116	
2.727	4.96057	0.0139543	-0.00494662	-0.00494662	-0.00494662	
2.728	4.91144	0.0189009	-0.00489254	-0.00489254	-0.00489254	
2.729	4.84292	0.0237934	-0.00481912	-0.00481912	-0.00481912	
2.73	4.75528	0.0286125	-0.00472667	-0.00472667	-0.00472667	
2.731	4.64888	0.0333392	-0.00461554	-0.00461554	-0.00461554	
2.732	4.52414	0.0379548	-0.00448618	-0.00448618	-0.00448618	
2.733	4.38153	0.0424409	-0.00433909	-0.00433909	-0.00433909	
2.734	4.22164	0.04678	-0.00417486	-0.00417486	-0.00417486	
2.735	4.04508	0.0509549	-0.00399413	-0.00399413	-0.00399413	
2.736	3.85257	0.054949	-0.00379762	-0.00379762	-0.00379762	
2.737	3.64484	0.0587466	-0.0035861	-0.0035861	-0.0035861	
2.738	3.42274	0.0623327	-0.0033604	-0.0033604	-0.0033604	
2.739	3.18712	0.0656931	-0.00312143	-0.00312143	-0.00312143	
2.74	2.93893	0.0688146	-0.00287011	-0.00287011	-0.00287011	
2.741	2.67913	0.0716847	-0.00260745	-0.00260745	-0.00260745	
2.742	2.40877	0.0742921	-0.00233448	-0.00233448	-0.00233448	
2.743	2.1289	0.0766266	-0.00205227	-0.00205227	-0.00205227	
2.744	1.84062	0.0786789	-0.00176194	-0.00176194	-0.00176194	
2.745	1.54508	0.0804408	-0.00146464	-0.00146464	-0.00146464	
2.746	1.24345	0.0819055	-0.00116154	-0.00116154	-0.00116154	
2.747	0.936907	0.083067	-0.00085384	-0.00085384	-0.00085384	
2.748	0.626666	0.0839208	-0.000542745	-0.000542745	-0.000542745	
2.749	0.313953	0.0844636	-0.000229489	-0.000229489	-0.000229489	
2.75	6.02344e-11	0.0846931	8.46931e-05	8.46931e-05	8.46931e-05	
2.751	-0.313953	0.0846084	0.000398561	0.000398561	0.000398561	
2.752	-0.626666	0.0842098	0.000710876	0.000710876	0.000710876	
2.753	-0.936907	0.0834989	0.00102041	0.00102041	0.00102041	
2.754	-1.24345	0.0824785	0.00132593	0.00132593	0.00132593	
2.755	-1.54508	0.0811526	0.00162624	0.00162624	0.00162624	
2.756	-1.84062	0.0795264	0.00192015	0.00192015	0.00192015	
2.757	-2.1289	0.0776062	0.0022065	0.0022065	0.0022065	
2.758	-2.40877	0.0753997	0.00248417	0.00248417	0.00248417	
2.759	-2.67913	0.0729156	0.00275205	0.00275205	0.00275205	
2.76	-2.93893	0.0701635	0.00300909	0.00300909	0.00300909	
2.761	-3.18712	0.0671544	0.00325427	0.00325427	0.00325427	
2.762	-3.42274	0.0639001	0.00348664	0.00348664	0.00348664	
2.763	-3.64484	0.0604135	0.00370526	0.00370526	0.00370526	
2.764	-3.85257	0.0567082	0.00390927	0.00390927	0.00390927	
2.765	-4.04508	0.052799	0.00409788	0.00409788	0.00409788	
2.766	-4.22164	0.0487011	0.00427034	0.00427034	0.00427034	
2.767	-4.38153	0.0444307	0.00442596	0.00442596	0.00442596	
2.768	-4.52414	0.0400048	0.00456414	0.00456414	0.00456414	
2.769	-4.64888	0.0354406	0.00468432	0.00468432	0.00468432	
2.77	-4.75528	0.0307563	0.00478604	0.00478604	0.00478604	
2.771	-4.84292	0.0259703	0.00486889	0.00486889	0.00486889	
2.772	-4.91144	0.0211014	0.00493254	0.00493254	0.00493254	
2.773	-4.96057	0.0161689	0.00497674	0.00497674	0.00497674	
2.774	-4.99013	0.0111921	0.00500133	0.00500133	0.00500133	
2.775	-5	0.00619079	0.00500619	0.00500619	0.00500619	
2.776	-4.99013	0.0011846	0.00499132	0.00499132	0.00499132	
2.777	-4.96057	-0.00380672	0.00495677	0.00495677	0.00495677	
2.778	-4.91144	-0.00876349	0.00490267	0.00490267	0.00490267	
2.779	-4.84292	-0.0136662	0.00482925	0.00482925	0.00482925	
2.78	-4.75528	-0.0184954	0.00473679	0.00473679	0.00473679	
2.781	-4.64888	-0.0232322	0.00462565	0.00462565	0.00462565	
2.782	-4.52414	-0.0278578	0.00449628	0.00449628	0.00449628	
2.783	-4.38153	-0.0323541	0.00434918	0.00434918	0.00434918	
2.784	-4.22164	-0.0367033	0.00418494	0.00418494	0.00418494	
2.785	-4.04508	-0.0408882	0.0040042	0.0040042	0.0040042	
2.786	-3.85257	-0.0448924	0.00380767	0.00380767	0.00380767	
2.787	-3.64484	-0.0487001	0.00359614	0.00359614	0.00359614	
2.788	-3.42274	-0.0522963	0.00337044	0.00337044	0.00337044	
2.789	-3.18712	-0.0556667	0.00313145	0.00313145	0.00313145	
2.79	-2.93893	-0.0587981	0.00288013	0.00288013	0.00288013	
2.791	-2.67913	-0.0616783	0.00261746	0.00261746	0.00261746	
2.792	-2.40877	-0.0642957	0.00234447	0.00234447	0.00234447	
2.793	-2.1289	-0.0666402	0.00206226	0.00206226	0.00206226	
2.794	-1.84062	-0.0687025	0.00177192	0.00177192	0.00177192	
2.795	-1.54508	-0.0704744	0.00147461	0.00147461	0.00147461	
2.796	-1.24345	-0.071949	0.0011715	0.0011715	0.0011715	
2.797	-0.936907	-0.0731205	0.000863786	0.000863786	0.000863786	
2.798	-0.626666	-0.0739843	0.000552682	0.000552682	0.000552682	
2.799	-0.313953	-0.074537	0.000239416	0.000239416	0.000239416	
2.8	-6.19936e-11	-0.0747764	-7.47764e-05	-7.47764e-05	-7.47764e-05	
2.801	0.313953	-0.0747016	-0.000388654	-0.000388654	-0.000388654	
2.802	0.626666	-0.0743129	-0.000700979	-0.000700979	-0.000700979	
2.803	0.936907	-0.073612	-0.00101052	-0.00101052	-0.00101052	
2.804	1.24345	-0.0726014	-0.00131605	-0.00131605	-0.00131605	
2.805	1.54508	-0.0712854	-0.00161637	-0.00161637	-0.00161637	
2.806	1.84062	-0.069669	-0.00191029	-0.00191029	-0.00191029	
2.807	2.1289	-0.0677587	-0.00219666	-0.00219666	-0.00219666	
2.808	2.40877	-0.0655621	-0.00247433	-0.00247433	-0.00247433	
2.809	2.67913	-0.0630877	-0.00274222	-0.00274222	-0.00274222	
2.81	2.93893	-0.0603455	-0.00299927	-0.00299927	-0.00299927	
2.811	3.18712	-0.0573463	-0.00324447	-0.00324447	-0.00324447	
2.812	3.42274	-0.0541018	-0.00347684	-0.00347684	-0.00347684	
2.813	3.64484	-0.0506249	-0.00369547	-0.00369547	-0.00369547	
2.814	3.85257	-0.0469295	-0.0038995	-0.0038995	-0.0038995	
2.815	4.04508	-0.04303	-0.00408811	-0.00408811	-0.00408811	
2.816	4.22164	-0.0389419	-0.00426058	-0.00426058	-0.00426058	
2.817	4.38153	-0.0346813	-0.00441621	-0.00441621	-0.00441621	
2.818	4.52414	-0.0302651	-0.0045544	-0.0045544	-0.0045544	
2.819	4.64888	-0.0257107	-0.00467459	-0.00467459	-0.00467459	
2.82	4.75528	-0.0210361	-0.00477632	-0.00477632	-0.00477632	
2.821	4.84292	-0.0162598	-0.00485918	-0.00485918	-0.00485918	
2.822	4.91144	-0.0114006	-0.00492284	-0.00492284	-0.00492284	
2.823	4.96057	-0.00647775	-0.00496705	-0.00496705	-0.00496705	
2.824	4.99013	-0.0015107	-0.00499164	-0.00499164	-0.00499164	
2.825	5	0.00348095	-0.00499652	-0.00499652	-0.00499652	
2.826	4.99013	0.00847747	-0.00498166	-0.00498166	-0.00498166	
2.827	4.96057	0.0134591	-0.00494711	-0.00494711	-0.00494711	
2.828	4.91144	0.0184062	-0.00489303	-0.00489303	-0.00489303	
2.829	4.84292	0.0232993	-0.00481962	-0.00481962	-0.00481962	
2.83	4.75528	0.0281189	-0.00472716	-0.00472716	-0.00472716	
2.831	4.64888	0.032846	-0.00461604	-0.00461604	-0.00461604	
2.832	4.52414	0.0374621	-0.00448667	-0.00448667	-0.00448667	
2.833	4.38153	0.0419488	-0.00433958	-0.00433958	-0.00433958	
2.834	4.22164	0.0462883	-0.00417535	-0.00417535	-0.00417535	
2.835	4.04508	0.0504637	-0.00399462	-0.00399462	-0.00399462	
2.836	3.85257	0.0544583	-0.00379811	-0.00379811	-0.00379811	
2.837	3.64484	0.0582564	-0.00358659	-0.00358659	-0.00358659	
2.838	3.42274	0.061843	-0.00336089	-0.00336089	-0.00336089	
2.839	3.18712	0.0652039	-0.00312192	-0.00312192	-0.00312192	
2.84	2.93893	0.0683258	-0.0028706	-0.0028706	-0.0028706	
2.841	2.67913	0.0711964	-0.00260794	-0.00260794	-0.00260794	
2.842	2.40877	0.0738044	-0.00233496	-0.00233496	-0.00233496	
2.843	2.1289	0.0761393	-0.00205276	-0.00205276	-0.00205276	
2.844	1.84062	0.0781921	-0.00176243	-0.00176243	-0.00176243	
2.845	1.54508	0.0799545	-0.00146513	-0.00146513	-0.00146513	
2.846	1.24345	0.0814196	-0.00116203	-0.00116203	-0.00116203	
2.847	0.936907	0.0825817	-0.000854325	-0.000854325	-0.000854325	
2.848	0.626666	0.083436	-0.00054323	-0.00054323	-0.00054323	
2.849	0.313953	0.0839792	-0.000229973	-0.000229973	-0.000229973	
2.85	6.37528e-11	0.0842092	8.42092e-05	8.42092e-05	8.42092e-05	
2.851	-0.313953	0.084125	0.000398078	0.000398078	0.000398078	
2.852	-0.626666	0.0837269	0.000710393	0.000710393	0.000710393	
2.853	-0.936907	0.0830165	0.00101992	0.00101992	0.00101992	
2.854	-1.24345	0.0819966	0.00132545	0.00132545	0.00132545	
2.855	-1.54508	0.0806711	0.00162576	0.00162576	0.00162576	
2.856	-1.84062	0.0790454	0.00191967	0.00191967	0.00191967	
2.857	-2.1289	0.0771257	0.00220602	0.00220602	0.00220602	
2.858	-2.40877	0.0749197	0.00248369	0.00248369	0.00248369	
2.859	-2.67913	0.072436	0.00275157	0.00275157	0.00275157	
2.86	-2.93893	0.0696844	0.00300861	0.00300861	0.00300861	
2.861	-3.18712	0.0666758	0.0032538	0.0032538	0.0032538	
2.862	-3.42274	0.063422	0.00348616	0.00348616	0.00348616	
2.863	-3.64484	0.0599359	0.00370478	0.00370478	0.00370478	
2.864	-3.85257	0.0562311	0.0039088	0.0039088	0.0039088	
2.865	-4.04508	0.0523223	0.00409741	0.00409741	0.00409741	
2.866	-4.22164	0.0482249	0.00426986	0.00426986	0.00426986	
2.867	-4.38153	0.043955	0.00442549	0.00442549	0.00442549	
2.868	-4.52414	0.0395295	0.00456366	0.00456366	0.00456366	
2.869	-4.64888	0.0349659	0.00468385	0.00468385	0.00468385	
2.87	-4.75528	0.030282	0.00478556	0.00478556	0.00478556	
2.871	-4.84292	0.0254965	0.00486841	0.00486841	0.00486841	
2.872	-4.91144	0.0206281	0.00493206	0.00493206	0.00493206	
2.873	-4.96057	0.015696	0.00497627	0.00497627	0.00497627	
2.874	-4.99013	0.0107197	0.00500085	0.00500085	0.00500085	
2.875	-5	0.00571886	0.00500572	0.00500572	0.00500572	
2.876	-4.99013	0.000713145	0.00499085	0.00499085	0.00499085	
2.877	-4.96057	-0.0042777	0.0049563	0.0049563	0.0049563	
2.878	-4.91144	-0.009234	0.0049022	0.0049022	0.0049022	
2.879	-4.84292	-0.0141362	0.00482878	0.00482878	0.00482878	
2.88	-4.75528	-0.018965	0.00473632	0.00473632	0.00473632	
2.881	-4.64888	-0.0237013	0.00462518	0.00462518	0.00462518	
2.882	-4.52414	-0.0283265	0.00449581	0.00449581	0.00449581	
2.883	-4.38153	-0.0328223	0.00434871	0.00434871	0.00434871	
2.884	-4.22164	-0.037171	0.00418447	0.00418447	0.00418447	
2.885	-4.04508	-0.0413555	0.00400373	0.00400373	0.00400373	
2.886	-3.85257	-0.0453592	0.00380721	0.00380721	0.00380721	
2.887	-3.64484	-0.0491664	0.00359568	0.00359568	0.00359568	
2.888	-3.42274	-0.0527621	0.00336997	0.00336997	0.00336997	
2.889	-3.18712	-0.0561321	0.00313099	0.00313099	0.00313099	
2.89	-2.93893	-0.059263	0.00287966	0.00287966	0.00287966	
2.891	-2.67913	-0.0621427	0.00261699	0.00261699	0.00261699	
2.892	-2.40877	-0.0647597	0.00234401	0.00234401	0.00234401	
2.893	-2.1289	-0.0671037	0.00206179	0.00206179	0.00206179	
2.894	-1.84062	-0.0691655	0.00177146	0.00177146	0.00177146	
2.895	-1.54508	-0.070937	0.00147415	0.00147415	0.00147415	
2.896	-1.24345	-0.0724111	0.00117104	0.00117104	0.00117104	
2.897	-0.936907	-0.0735821	0.000863324	0.000863324	0.000863324	
2.898	-0.626666	-0.0744455	0.000552221	0.000552221	0.000552221	
2.899	-0.313953	-0.0749977	0.000238955	0.000238955	0.000238955	
2.9	-6.5512e-11	-0.0752366	-7.52366e-05	-7.52366e-05	-7.52366e-05	
2.901	0.313953	-0.0751614	-0.000389114	-0.000389114	-0.000389114	
2.902	0.626666	-0.0747723	-0.000701438	-0.000701438	-0.000701438	
2.903	0.936907	-0.0740709	-0.00101098	-0.00101098	-0.00101098	
2.904	1.24345	-0.0730599	-0.00131651	-0.00131651	-0.00131651	
2.905	1.54508	-0.0717434	-0.00161683	-0.00161683	-0.00161683	
2.906	1.84062	-0.0701265	-0.00191075	-0.00191075	-0.00191075	
2.907	2.1289	-0.0682158	-0.00219711	-0.00219711	-0.00219711	
2.908	2.40877	-0.0660187	-0.00247479	-0.00247479	-0.00247479	
2.909	2.67913	-0.0635439	-0.00274268	-0.00274268	-0.00274268	
2.91	2.93893	-0.0608012	-0.00299973	-0.00299973	-0.00299973	
2.911	3.18712	-0.0578015	-0.00324492	-0.00324492	-0.00324492	
2.912	3.42274	-0.0545566	-0.00347729	-0.00347729	-0.00347729	
2.913	3.64484	-0.0510793	-0.00369592	-0.00369592	-0.00369592	
2.914	3.85257	-0.0473833	-0.00389995	-0.00389995	-0.00389995	
2.915	4.04508	-0.0434834	-0.00408857	-0.00408857	-0.00408857	
2.916	4.22164	-0.0393948	-0.00426103	-0.00426103	-0.00426103	
2.917	4.38153	-0.0351338	-0.00441667	-0.00441667	-0.00441667	
2.918	4.52414	-0.0307171	-0.00455485	-0.00455485	-0.00455485	
2.919	4.64888	-0.0261623	-0.00467504	-0.00467504	-0.00467504	
2.92	4.75528	-0.0214872	-0.00477677	-0.00477677	-0.00477677	
2.921	4.84292	-0.0167105	-0.00485963	-0.00485963	-0.00485963	
2.922	4.91144	-0.0118508	-0.00492329	-0.00492329	-0.00492329	
2.923	4.96057	-0.00692755	-0.0049675	-0.0049675	-0.0049675	
2.924	4.99013	-0.00196005	-0.00499209	-0.00499209	-0.00499209	
2.925	5	0.00303205	-0.00499697	-0.00499697	-0.00499697	
2.926	4.99013	0.00802902	-0.0049821	-0.0049821	-0.0049821	
2.927	4.96057	0.0130111	-0.00494756	-0.00494756	-0.00494756	
2.928	4.91144	0.0179587	-0.00489348	-0.00489348	-0.00489348	
2.929	4.84292	0.0228522	-0.00482006	-0.00482006	-0.00482006	
2.93	4.75528	0.0276722	-0.00472761	-0.00472761	-0.00472761	
2.931	4.64888	0.0323998	-0.00461648	-0.00461648	-0.00461648	
2.932	4.52414	0.0370163	-0.00448712	-0.00448712	-0.00448712	
2.933	4.38153	0.0415034	-0.00434003	-0.00434003	-0.00434003	
2.934	4.22164	0.0458435	-0.0041758	-0.0041758	-0.0041758	
2.935	4.04508	0.0500193	-0.00399507	-0.00399507	-0.00399507	
2.936	3.85257	0.0540143	-0.00379855	-0.00379855	-0.00379855	
2.937	3.64484	0.0578129	-0.00358703	-0.00358703	-0.00358703	
2.938	3.42274	0.0613999	-0.00336134	-0.00336134	-0.00336134	
2.939	3.18712	0.0647612	-0.00312236	-0.00312236	-0.00312236	
2.94	2.93893	0.0678836	-0.00287104	-0.00287104	-0.00287104	
2.941	2.67913	0.0707546	-0.00260838	-0.00260838	-0.00260838	
2.942	2.40877	0.073363	-0.00233541	-0.00233541	-0.00233541	
2.943	2.1289	0.0756984	-0.0020532	-0.0020532	-0.0020532	
2.944	1.84062	0.0777516	-0.00176287	-0.00176287	-0.00176287	
2.945	1.54508	0.0795145	-0.00146557	-0.00146557	-0.00146557	
2.946	1.24345	0.0809801	-0.00116247	-0.00116247	-0.00116247	
2.947	0.936907	0.0821425	-0.000854764	-0.000854764	-0.000854764	
2.948	0.626666	0.0829973	-0.000543669	-0.000543669	-0.000543669	
2.949	0.313953	0.083541	-0.000230412	-0.000230412	-0.000230412	
2.95	6.72712e-11	0.0837714	8.37714e-05	8.37714e-05	8.37714e-05	
2.951	-0.313953	0.0836876	0.00039764	0.00039764	0.00039764	
2.952	-0.626666	0.08329	0.000709956	0.000709956	0.000709956	
2.953	-0.936907	0.08258	0.00101949	0.00101949	0.00101949	
2.954	-1.24345	0.0815605	0.00132501	0.00132501	0.00132501	
2.955	-1.54508	0.0802355	0.00162532	0.00162532	0.00162532	
2.956	-1.84062	0.0786102	0.00191923	0.00191923	0.00191923	
2.957	-2.1289	0.076691	0.00220559	0.00220559	0.00220559	
2.958	-2.40877	0.0744854	0.00248325	0.00248325	0.00248325	
2.959	-2.67913	0.0720021	0.00275114	0.00275114	0.00275114	
2.96	-2.93893	0.069251	0.00300818	0.00300818	0.00300818	
2.961	-3.18712	0.0662428	0.00325336	0.00325336	0.00325336	
2.962	-3.42274	0.0629894	0.00348572	0.00348572	0.00348572	
2.963	-3.64484	0.0595037	0.00370435	0.00370435	0.00370435	
2.964	-3.85257	0.0557994	0.00390837	0.00390837	0.00390837	
2.965	-4.04508	0.051891	0.00409698	0.00409698	0.00409698	
2.966	-4.22164	0.047794	0.00426943	0.00426943	0.00426943	
2.967	-4.38153	0.0435246	0.00442506	0.00442506	0.00442506	
2.968	-4.52414	0.0390995	0.00456323	0.00456323	0.00456323	
2.969	-4.64888	0.0345363	0.00468342	0.00468342	0.00468342	
2.97	-4.75528	0.0298529	0.00478514	0.00478514	0.00478514	
2.971	-4.84292	0.0250678	0.00486798	0.00486798	0.00486798	
2.972	-4.91144	0.0201998	0.00493164	0.00493164	0.00493164	
2.973	-4.96057	0.0152681	0.00497584	0.00497584	0.00497584	
2.974	-4.99013	0.0102923	0.00500043	0.00500043	0.00500043	
2.975	-5	0.00529187	0.00500529	0.00500529	0.00500529	
2.976	-4.99013	0.000286577	0.00499042	0.00499042	0.00499042	
2.977	-4.96057	-0.00470384	0.00495587	0.00495587	0.00495587	
2.978	-4.91144	-0.00965971	0.00490178	0.00490178	0.00490178	
2.979	-4.84292	-0.0145615	0.00482835	0.00482835	0.00482835	
2.98	-4.75528	-0.0193898	0.00473589	0.00473589	0.00473589	
2.981	-4.64888	-0.0241257	0.00462476	0.00462476	0.00462476	
2.982	-4.52414	-0.0287505	0.00449538	0.00449538	0.00449538	
2.983	-4.38153	-0.0332459	0.00434829	0.00434829	0.00434829	
2.984	-4.22164	-0.0375942	0.00418405	0.00418405	0.00418405	
2.985	-4.04508	-0.0417782	0.00400331	0.00400331	0.00400331	
2.986	-3.85257	-0.0457815	0.00380678	0.00380678	0.00380678	
2.987	-3.64484	-0.0495883	0.00359525	0.00359525	0.00359525	
2.988	-3.42274	-0.0531836	0.00336955	0.00336955	0.00336955	
2.989	-3.18712	-0.0565531	0.00313057	0.00313057	0.00313057	
2.99	-2.93893	-0.0596837	0.00287924	0.00287924	0.00287924	
2.991	-2.67913	-0.0625629	0.00261657	0.00261657	0.00261657	
2.992	-2.40877	-0.0651795	0.00234359	0.00234359	0.00234359	
2.993	-2.1289	-0.0675231	0.00206137	0.00206137	0.00206137	
2.994	-1.84062	-0.0695845	0.00177104	0.00177104	0.00177104	
2.995	-1.54508	-0.0713555	0.00147373	0.00147373	0.00147373	
2.996	-1.24345	-0.0728292	0.00117062	0.00117062	0.00117062	
2.997	-0.936907	-0.0739998	0.000862907	0.000862907	0.000862907	
2.998	-0.626666	-0.0748627	0.000551803	0.000551803	0.000551803	
2.999	-0.313953	-0.0754146	0.000238538	0.000238538	0.000238538	
3	-6.88883e-11	-0.0756531	-7.56531e-05	-7.56531e-05	-7.56531e-05	
3.001	0.313953	-0.0755774	-0.00038953	-0.00038953	-0.00038953	
3.002	0.626666	-0.0751879	-0.000701854	-0.000701854	-0.000701854	
3.003	0.936907	-0.0744861	-0.00101139	-0.00101139	-0.00101139	
3.004	1.24345	-0.0734747	-0.00131692	-0.00131692	-0.00131692	
3.005	1.54508	-0.0721577	-0.00161724	-0.00161724	-0.00161724	
3.006	1.84062	-0.0705405	-0.00191116	-0.00191116	-0.00191116	
3.007	2.1289	-0.0686293	-0.00219753	-0.00219753	-0.00219753	
3.008	2.40877	-0.0664318	-0.0024752	-0.0024752	-0.0024752	
3.009	2.67913	-0.0639566	-0.00274309	-0.00274309	-0.00274309	
3.01	2.93893	-0.0612135	-0.00300014	-0.00300014	-0.00300014	
3.011	3.18712	-0.0582134	-0.00324533	-0.00324533	-0.00324533	
3.012	3.42274	-0.054968	-0.0034777	-0.0034777	-0.0034777	
3.013	3.64484	-0.0514903	-0.00369633	-0.00369633	-0.00369633	
3.014	3.85257	-0.047794	-0.00390036	-0.00390036	-0.00390036	
3.015	4.04508	-0.0438936	-0.00408898	-0.00408898	-0.00408898	
3.016	4.22164	-0.0398047	-0.00426144	-0.00426144	-0.00426144	
3.017	4.38153	-0.0355432	-0.00441708	-0.00441708	-0.00441708	
3.018	4.52414	-0.0311261	-0.00455526	-0.00455526	-0.00455526	
3.019	4.64888	-0.0265709	-0.00467545	-0.00467545	-0.00467545	
3.02	4.75528	-0.0218954	-0.00477718	-0.00477718	-0.00477718	
3.021	4.84292	-0.0171182	-0.00486003	-0.00486003	-0.00486003	
3.022	4.91144	-0.0122582	-0.00492369	-0.00492369	-0.00492369	
3.023	4.96057	-0.00733452	-0.00496791	-0.00496791	-0.00496791	
3.024	4.99013	-0.00236661	-0.0049925	-0.0049925	-0.0049925	
3.025	5	0.00262589	-0.00499737	-0.00499737	-0.00499737	
3.026	4.99013	0.00762326	-0.00498251	-0.00498251	-0.00498251	
3.027	4.96057	0.0126058	-0.00494797	-0.00494797	-0.00494797	
3.028	4.91144	0.0175537	-0.00489388	-0.00489388	-0.00489388	
3.029	4.84292	0.0224476	-0.00482047	-0.00482047	-0.00482047	
3.03	4.75528	0.0272681	-0.00472801	-0.00472801	-0.00472801	
3.031	4.64888	0.0319961	-0.00461689	-0.00461689	-0.00461689	
3.032	4.52414	0.036613	-0.00448752	-0.00448752	-0.00448752	
3.033	4.38153	0.0411005	-0.00434043	-0.00434043	-0.00434043	
3.034	4.22164	0.0454409	-0.0041762	-0.0041762	-0.0041762	
3.035	4.04508	0.0496171	-0.00399547	-0.00399547	-0.00399547	
3.036	3.85257	0.0536126	-0.00379895	-0.00379895	-0.00379895	
3.037	3.64484	0.0574116	-0.00358743	-0.00358743	-0.00358743	
3.038	3.42274	0.060999	-0.00336174	-0.00336174	-0.00336174	
3.039	3.18712	0.0643607	-0.00312276	-0.00312276	-0.00312276	
3.04	2.93893	0.0674835	-0.00287144	-0.00287144	-0.00287144	
3.041	2.67913	0.0703549	-0.00260878	-0.00260878	-0.00260878	
3.042	2.40877	0.0729637	-0.0023358	-0.0023358	-0.0023358	
3.043	2.1289	0.0752995	-0.0020536	-0.0020536	-0.0020536	
3.044	1.84062	0.0773531	-0.00176327	-0.00176327	-0.00176327	
3.045	1.54508	0.0791164	-0.00146597	-0.00146597	-0.00146597	
3.046	1.24345	0.0805824	-0.00116287	-0.00116287	-0.00116287	
3.047	0.936907	0.0817452	-0.000855161	-0.000855161	-0.000855161	
3.048	0.626666	0.0826004	-0.000544066	-0.000544066	-0.000544066	
3.049	0.313953	0.0831444	-0.000230808	-0.000230808	-0.000230808	
3.05	7.06475e-11	0.0833753	8.33753e-05	8.33753e-05	8.33753e-05	
3.051	-0.313953	0.0832919	0.000397244	0.000397244	0.000397244	
3.052	-0.626666	0.0828946	0.000709561	0.000709561	0.000709561	
3.053	-0.936907	0.0821851	0.00101909	0.00101909	0.00101909	
3.054	-1.24345	0.081166	0.00132462	0.00132462	0.00132462	
3.055	-1.54508	0.0798414	0.00162493	0.00162493	0.00162493	
3.056	-1.84062	0.0782164	0.00191884	0.00191884	0.00191884	
3.057	-2.1289	0.0762976	0.00220519	0.00220519	0.00220519	
3.058	-2.40877	0.0740924	0.00248286	0.00248286	0.00248286	
3.059	-2.67913	0.0716095	0.00275074	0.00275074	0.00275074	
3.06	-2.93893	0.0688588	0.00300779	0.00300779	0.00300779	
3.061	-3.18712	0.065851	0.00325297	0.00325297	0.00325297	
3.062	-3.42274	0.0625981	0.00348533	0.00348533	0.00348533	
3.063	-3.64484	0.0591127	0.00370396	0.00370396	0.00370396	
3.064	-3.85257	0.0554088	0.00390797	0.00390797	0.00390797	
3.065	-4.04508	0.0515008	0.00409659	0.00409659	0.00409659	
3.066	-4.22164	0.0474042	0.00426904	0.00426904	0.00426904	
3.067	-4.38153	0.0431352	0.00442467	0.00442467	0.00442467	
3.068	-4.52414	0.0387105	0.00456285	0.00456285	0.00456285	
3.069	-4.64888	0.0341476	0.00468303	0.00468303	0.00468303	
3.07	-4.75528	0.0294646	0.00478475	0.00478475	0.00478475	
3.071	-4.84292	0.0246799	0.0048676	0.0048676	0.0048676	
3.072	-4.91144	0.0198123	0.00493125	0.00493125	0.00493125	
3.073	-4.96057	0.014881	0.00497545	0.00497545	0.00497545	
3.074	-4.99013	0.00990557	0.00500004	0.00500004	0.00500004	
3.075	-5	0.00490553	0.00500491	0.00500491	0.00500491	
3.076	-4.99013	-9.93789e-05	0.00499003	0.00499003	0.00499003	
3.077	-4.96057	-0.00508941	0.00495548	0.00495548	0.00495548	
3.078	-4.91144	-0.0100449	0.00490139	0.00490139	0.00490139	
3.079	-4.84292	-0.0149463	0.00482797	0.00482797	0.00482797	
3.08	-4.75528	-0.0197743	0.00473551	0.00473551	0.00473551	
3.081	-4.64888	-0.0245098	0.00462437	0.00462437	0.00462437	
3.082	-4.52414	-0.0291341	0.004495	0.004495	0.004495	
3.083	-4.38153	-0.0336291	0.0043479	0.0043479	0.0043479	
3.084	-4.22164	-0.037977	0.00418366	0.00418366	0.00418366	
3.085	-4.04508	-0.0421607	0.00400292	0.00400292	0.00400292	
3.086	-3.85257	-0.0461636	0.0038064	0.0038064	0.0038064	
3.087	-3.64484	-0.04997	0.00359487	0.00359487	0.00359487	
3.088	-3.42274	-0.0535649	0.00336917	0.00336917	0.00336917	
3.089	-3.18712	-0.0569341	0.00313019	0.00313019	0.00313019	
3.09	-2.93893	-0.0600643	0.00287886	0.00287886	0.00287886	
3.091	-2.67913	-0.0629431	0.00261619	0.00261619	0.00261619	
3.092	-2.40877	-0.0655593	0.00234321	0.00234321	0.00234321	
3.093	-2.1289	-0.0679025	0.00206099	0.00206099	0.00206099	
3.094	-1.84062	-0.0699635	0.00177066	0.00177066	0.00177066	
3.095	-1.54508	-0.0717342	0.00147335	0.00147335	0.00147335	
3.096	-1.24345	-0.0732075	0.00117024	0.00117024	0.00117024	
3.097	-0.936907	-0.0743778	0.000862529	0.000862529	0.000862529	
3.098	-0.626666	-0.0752403	0.000551426	0.000551426	0.000551426	
3.099	-0.313953	-0.0757917	0.000238161	0.000238161	0.000238161	
3.1	-7.24067e-11	-0.0760299	-7.60299e-05	-7.60299e-05	-7.60299e-05	
3.101	0.313953	-0.0759539	-0.000389906	-0.000389906	-0.000389906	
