Time	V(N001)	V(N002)	V(N003)	I(V1)	I(R1)	I(C1)	I(C2)	
1.448	0.626666	0.166301	0.0831505	-0.460365	-0.460365	-0.460365	-0.460365	
1.45	-2.84223e-13	0.168142	0.0840712	0.168142	0.168142	0.168142	0.168142	
1.452	-0.626666	0.16747	0.0837349	0.794136	0.794136	0.794136	0.794136	
1.454	-1.24345	0.164293	0.0821466	1.40774	1.40774	1.40774	1.40774	
1.456	-1.84062	0.158662	0.0793312	1.99929	1.99929	1.99929	1.99929	
1.458	-2.40877	0.150665	0.0753326	2.55943	2.55943	2.55943	2.55943	
1.46	-2.93893	0.140427	0.0702137	3.07935	3.07935	3.07935	3.07935	
1.462	-3.42274	0.12811	0.064055	3.55085	3.55085	3.55085	3.55085	
1.464	-3.85257	0.113907	0.0569533	3.96647	3.96647	3.96647	3.96647	
1.466	-4.22164	0.0980408	0.0490204	4.31968	4.31968	4.31968	4.31968	
1.468	-4.52414	0.080762	0.040381	4.6049	4.6049	4.6049	4.6049	
1.47	-4.75528	0.0623424	0.0311712	4.81763	4.81763	4.81763	4.81763	
1.472	-4.91144	0.0430719	0.021536	4.95451	4.95451	4.95451	4.95451	
1.474	-4.99013	0.0232539	0.011627	5.01339	5.01339	5.01339	5.01339	
1.476	-4.99013	0.00320037	0.00160018	4.99333	4.99333	4.99333	4.99333	
1.478	-4.91144	-0.016773	-0.00838649	4.89466	4.89466	4.89466	4.89466	
1.48	-4.75528	-0.0363516	-0.0181758	4.71893	4.71893	4.71893	4.71893	
1.482	-4.52414	-0.0552273	-0.0276137	4.46891	4.46891	4.46891	4.46891	
1.484	-4.22164	-0.073103	-0.0365515	4.14854	4.14854	4.14854	4.14854	
1.486	-3.85257	-0.0896971	-0.0448486	3.76287	3.76287	3.76287	3.76287	
1.488	-3.42274	-0.104749	-0.0523743	3.31799	3.31799	3.31799	3.31799	
1.49	-2.93893	-0.118021	-0.0590103	2.82091	2.82091	2.82091	2.82091	
1.492	-2.40877	-0.129304	-0.0646521	2.27946	2.27946	2.27946	2.27946	
1.494	-1.84062	-0.138422	-0.069211	1.7022	1.7022	1.7022	1.7022	
1.496	-1.24345	-0.145231	-0.0726154	1.09822	1.09822	1.09822	1.09822	
1.498	-0.626666	-0.149624	-0.0748119	0.477042	0.477042	0.477042	0.477042	
1.5	3.01375e-13	-0.151532	-0.0757659	-0.151532	-0.151532	-0.151532	-0.151532	
1.502	0.626666	-0.150926	-0.0754629	-0.777592	-0.777592	-0.777592	-0.777592	
1.504	1.24345	-0.147815	-0.0739077	-1.39126	-1.39126	-1.39126	-1.39126	
1.506	1.84062	-0.14225	-0.0711252	-1.98287	-1.98287	-1.98287	-1.98287	
1.508	2.40877	-0.134319	-0.0671594	-2.54309	-2.54309	-2.54309	-2.54309	
1.51	2.93893	-0.124146	-0.0620732	-3.06307	-3.06307	-3.06307	-3.06307	
1.512	3.42274	-0.111894	-0.0559471	-3.53463	-3.53463	-3.53463	-3.53463	
1.514	3.85257	-0.0977557	-0.0488778	-3.95032	-3.95032	-3.95032	-3.95032	
1.516	4.22164	-0.0819544	-0.0409772	-4.30359	-4.30359	-4.30359	-4.30359	
1.518	4.52414	-0.06474	-0.03237	-4.58888	-4.58888	-4.58888	-4.58888	
1.52	4.75528	-0.0463845	-0.0231923	-4.80167	-4.80167	-4.80167	-4.80167	
1.522	4.91144	-0.0271778	-0.0135889	-4.93861	-4.93861	-4.93861	-4.93861	
1.524	4.99013	-0.00742338	-0.00371169	-4.99756	-4.99756	-4.99756	-4.99756	
1.526	4.99013	0.0125668	0.00628342	-4.97757	-4.97757	-4.97757	-4.97757	
1.528	4.91144	0.0324771	0.0162386	-4.87896	-4.87896	-4.87896	-4.87896	
1.53	4.75528	0.051993	0.0259965	-4.70329	-4.70329	-4.70329	-4.70329	
1.532	4.52414	0.0708061	0.0354031	-4.45333	-4.45333	-4.45333	-4.45333	
1.534	4.22164	0.0886194	0.0443097	-4.13302	-4.13302	-4.13302	-4.13302	
1.536	3.85257	0.105152	0.0525758	-3.74741	-3.74741	-3.74741	-3.74741	
1.538	3.42274	0.120141	0.0600706	-3.30259	-3.30259	-3.30259	-3.30259	
1.54	2.93893	0.133352	0.0666758	-2.80557	-2.80557	-2.80557	-2.80557	
1.542	2.40877	0.144574	0.0722869	-2.26419	-2.26419	-2.26419	-2.26419	
1.544	1.84062	0.153631	0.0768153	-1.68699	-1.68699	-1.68699	-1.68699	
1.546	1.24345	0.160379	0.0801893	-1.08307	-1.08307	-1.08307	-1.08307	
1.548	0.626666	0.164711	0.0823554	-0.461955	-0.461955	-0.461955	-0.461955	
1.55	-3.18526e-13	0.166559	0.0832793	0.166559	0.166559	0.166559	0.166559	
1.552	-0.626666	0.165892	0.0829462	0.792559	0.792559	0.792559	0.792559	
1.554	-1.24345	0.162722	0.0813611	1.40617	1.40617	1.40617	1.40617	
1.556	-1.84062	0.157098	0.0785488	1.99772	1.99772	1.99772	1.99772	
1.558	-2.40877	0.149107	0.0745533	2.55788	2.55788	2.55788	2.55788	
1.56	-2.93893	0.138875	0.0694376	3.0778	3.0778	3.0778	3.0778	
1.562	-3.42274	0.126564	0.063282	3.5493	3.5493	3.5493	3.5493	
1.564	-3.85257	0.112367	0.0561834	3.96493	3.96493	3.96493	3.96493	
1.566	-4.22164	0.096507	0.0482535	4.31815	4.31815	4.31815	4.31815	
1.568	-4.52414	0.0792344	0.0396172	4.60337	4.60337	4.60337	4.60337	
1.57	-4.75528	0.060821	0.0304105	4.8161	4.8161	4.8161	4.8161	
1.572	-4.91144	0.0415565	0.0207783	4.95299	4.95299	4.95299	4.95299	
1.574	-4.99013	0.0217446	0.0108723	5.01188	5.01188	5.01188	5.01188	
1.576	-4.99013	0.00169706	0.000848528	4.99183	4.99183	4.99183	4.99183	
1.578	-4.91144	-0.0182703	-0.00913513	4.89317	4.89317	4.89317	4.89317	
1.58	-4.75528	-0.0378429	-0.0189215	4.71744	4.71744	4.71744	4.71744	
1.582	-4.52414	-0.0567127	-0.0283563	4.46742	4.46742	4.46742	4.46742	
1.584	-4.22164	-0.0745824	-0.0372912	4.14706	4.14706	4.14706	4.14706	
1.586	-3.85257	-0.0911706	-0.0455853	3.7614	3.7614	3.7614	3.7614	
1.588	-3.42274	-0.106216	-0.0531081	3.31652	3.31652	3.31652	3.31652	
1.59	-2.93893	-0.119482	-0.0597411	2.81944	2.81944	2.81944	2.81944	
1.592	-2.40877	-0.13076	-0.06538	2.27801	2.27801	2.27801	2.27801	
1.594	-1.84062	-0.139872	-0.069936	1.70075	1.70075	1.70075	1.70075	
1.596	-1.24345	-0.146675	-0.0733375	1.09677	1.09677	1.09677	1.09677	
1.598	-0.626666	-0.151062	-0.0755311	0.475604	0.475604	0.475604	0.475604	
1.6	3.35677e-13	-0.152965	-0.0764823	-0.152965	-0.152965	-0.152965	-0.152965	
1.602	0.626666	-0.152353	-0.0761764	-0.779019	-0.779019	-0.779019	-0.779019	
1.604	1.24345	-0.149237	-0.0746183	-1.39269	-1.39269	-1.39269	-1.39269	
1.606	1.84062	-0.143666	-0.071833	-1.98429	-1.98429	-1.98429	-1.98429	
1.608	2.40877	-0.135729	-0.0678644	-2.5445	-2.5445	-2.5445	-2.5445	
1.61	2.93893	-0.125551	-0.0627754	-3.06448	-3.06448	-3.06448	-3.06448	
1.612	3.42274	-0.113293	-0.0566464	-3.53603	-3.53603	-3.53603	-3.53603	
1.614	3.85257	-0.0991488	-0.0495744	-3.95171	-3.95171	-3.95171	-3.95171	
1.616	4.22164	-0.0833419	-0.0416709	-4.30498	-4.30498	-4.30498	-4.30498	
1.618	4.52414	-0.066122	-0.033061	-4.59026	-4.59026	-4.59026	-4.59026	
1.62	4.75528	-0.0477609	-0.0238805	-4.80304	-4.80304	-4.80304	-4.80304	
1.622	4.91144	-0.0285488	-0.0142744	-4.93999	-4.93999	-4.93999	-4.93999	
1.624	4.99013	-0.00878882	-0.00439441	-4.99892	-4.99892	-4.99892	-4.99892	
1.626	4.99013	0.0112069	0.00560343	-4.97893	-4.97893	-4.97893	-4.97893	
1.628	4.91144	0.0311226	0.0155613	-4.88031	-4.88031	-4.88031	-4.88031	
1.63	4.75528	0.0506438	0.0253219	-4.70464	-4.70464	-4.70464	-4.70464	
1.632	4.52414	0.0694624	0.0347312	-4.45467	-4.45467	-4.45467	-4.45467	
1.634	4.22164	0.0872811	0.0436405	-4.13436	-4.13436	-4.13436	-4.13436	
1.636	3.85257	0.103819	0.0519093	-3.74875	-3.74875	-3.74875	-3.74875	
1.638	3.42274	0.118814	0.0594068	-3.30392	-3.30392	-3.30392	-3.30392	
1.64	2.93893	0.132029	0.0660146	-2.8069	-2.8069	-2.8069	-2.8069	
1.642	2.40877	0.143257	0.0716284	-2.26551	-2.26551	-2.26551	-2.26551	
1.644	1.84062	0.152319	0.0761594	-1.6883	-1.6883	-1.6883	-1.6883	
1.646	1.24345	0.159072	0.079536	-1.08438	-1.08438	-1.08438	-1.08438	
1.648	0.626666	0.16341	0.0817048	-0.463257	-0.463257	-0.463257	-0.463257	
1.65	-3.52828e-13	0.165263	0.0826313	0.165263	0.165263	0.165263	0.165263	
1.652	-0.626666	0.164602	0.0823008	0.791268	0.791268	0.791268	0.791268	
1.654	-1.24345	0.161436	0.0807182	1.40489	1.40489	1.40489	1.40489	
1.656	-1.84062	0.155817	0.0779085	1.99644	1.99644	1.99644	1.99644	
1.658	-2.40877	0.147831	0.0739156	2.5566	2.5566	2.5566	2.5566	
1.66	-2.93893	0.137605	0.0688024	3.07653	3.07653	3.07653	3.07653	
1.662	-3.42274	0.125299	0.0626493	3.54803	3.54803	3.54803	3.54803	
1.664	-3.85257	0.111106	0.0555532	3.96367	3.96367	3.96367	3.96367	
1.666	-4.22164	0.0952518	0.0476259	4.31689	4.31689	4.31689	4.31689	
1.668	-4.52414	0.0779842	0.0389921	4.60212	4.60212	4.60212	4.60212	
1.67	-4.75528	0.0595758	0.0297879	4.81486	4.81486	4.81486	4.81486	
1.672	-4.91144	0.0403163	0.0201582	4.95175	4.95175	4.95175	4.95175	
1.674	-4.99013	0.0205093	0.0102547	5.01064	5.01064	5.01064	5.01064	
1.676	-4.99013	0.000466744	0.000233372	4.9906	4.9906	4.9906	4.9906	
1.678	-4.91144	-0.0194957	-0.00974783	4.89194	4.89194	4.89194	4.89194	
1.68	-4.75528	-0.0390634	-0.0195317	4.71622	4.71622	4.71622	4.71622	
1.682	-4.52414	-0.0579283	-0.0289641	4.46621	4.46621	4.46621	4.46621	
1.684	-4.22164	-0.0757931	-0.0378966	4.14585	4.14585	4.14585	4.14585	
1.686	-3.85257	-0.0923765	-0.0461883	3.76019	3.76019	3.76019	3.76019	
1.688	-3.42274	-0.107417	-0.0537086	3.31532	3.31532	3.31532	3.31532	
1.69	-2.93893	-0.120679	-0.0603393	2.81825	2.81825	2.81825	2.81825	
1.692	-2.40877	-0.131952	-0.0659758	2.27682	2.27682	2.27682	2.27682	
1.694	-1.84062	-0.141059	-0.0705294	1.69956	1.69956	1.69956	1.69956	
1.696	-1.24345	-0.147857	-0.0739285	1.09559	1.09559	1.09559	1.09559	
1.698	-0.626666	-0.152239	-0.0761197	0.474427	0.474427	0.474427	0.474427	
1.7	3.6998e-13	-0.154137	-0.0770686	-0.154137	-0.154137	-0.154137	-0.154137	
1.702	0.626666	-0.153521	-0.0767603	-0.780187	-0.780187	-0.780187	-0.780187	
1.704	1.24345	-0.1504	-0.0751999	-1.39385	-1.39385	-1.39385	-1.39385	
1.706	1.84062	-0.144824	-0.0724122	-1.98545	-1.98545	-1.98545	-1.98545	
1.708	2.40877	-0.136883	-0.0684413	-2.54565	-2.54565	-2.54565	-2.54565	
1.71	2.93893	-0.1267	-0.06335	-3.06563	-3.06563	-3.06563	-3.06563	
1.712	3.42274	-0.114438	-0.0572188	-3.53717	-3.53717	-3.53717	-3.53717	
1.714	3.85257	-0.100289	-0.0501444	-3.95286	-3.95286	-3.95286	-3.95286	
1.716	4.22164	-0.0844774	-0.0422387	-4.30612	-4.30612	-4.30612	-4.30612	
1.718	4.52414	-0.067253	-0.0336265	-4.59139	-4.59139	-4.59139	-4.59139	
1.72	4.75528	-0.0488874	-0.0244437	-4.80417	-4.80417	-4.80417	-4.80417	
1.722	4.91144	-0.0296707	-0.0148354	-4.94111	-4.94111	-4.94111	-4.94111	
1.724	4.99013	-0.0099063	-0.00495315	-5.00004	-5.00004	-5.00004	-5.00004	
1.726	4.99013	0.0100939	0.00504693	-4.98004	-4.98004	-4.98004	-4.98004	
1.728	4.91144	0.030014	0.015007	-4.88142	-4.88142	-4.88142	-4.88142	
1.73	4.75528	0.0495397	0.0247699	-4.70574	-4.70574	-4.70574	-4.70574	
1.732	4.52414	0.0683627	0.0341813	-4.45577	-4.45577	-4.45577	-4.45577	
1.734	4.22164	0.0861858	0.0430929	-4.13545	-4.13545	-4.13545	-4.13545	
1.736	3.85257	0.102728	0.0513638	-3.74984	-3.74984	-3.74984	-3.74984	
1.738	3.42274	0.117727	0.0588635	-3.30501	-3.30501	-3.30501	-3.30501	
1.74	2.93893	0.130947	0.0654735	-2.80798	-2.80798	-2.80798	-2.80798	
1.742	2.40877	0.142179	0.0710894	-2.26659	-2.26659	-2.26659	-2.26659	
1.744	1.84062	0.151245	0.0756226	-1.68938	-1.68938	-1.68938	-1.68938	
1.746	1.24345	0.158003	0.0790014	-1.08545	-1.08545	-1.08545	-1.08545	
1.748	0.626666	0.162345	0.0811723	-0.464322	-0.464322	-0.464322	-0.464322	
1.75	-3.87131e-13	0.164202	0.0821009	0.164202	0.164202	0.164202	0.164202	
1.752	-0.626666	0.163545	0.0817725	0.790211	0.790211	0.790211	0.790211	
1.754	-1.24345	0.160384	0.0801921	1.40383	1.40383	1.40383	1.40383	
1.756	-1.84062	0.154769	0.0773844	1.99539	1.99539	1.99539	1.99539	
1.758	-2.40877	0.146787	0.0733936	2.55556	2.55556	2.55556	2.55556	
1.76	-2.93893	0.136565	0.0682825	3.07549	3.07549	3.07549	3.07549	
1.762	-3.42274	0.124263	0.0621315	3.547	3.547	3.547	3.547	
1.764	-3.85257	0.110075	0.0550375	3.96264	3.96264	3.96264	3.96264	
1.766	-4.22164	0.0942245	0.0471123	4.31586	4.31586	4.31586	4.31586	
1.768	-4.52414	0.0769611	0.0384805	4.6011	4.6011	4.6011	4.6011	
1.77	-4.75528	0.0585567	0.0292783	4.81384	4.81384	4.81384	4.81384	
1.772	-4.91144	0.0393013	0.0196507	4.95074	4.95074	4.95074	4.95074	
1.774	-4.99013	0.0194984	0.00974919	5.00963	5.00963	5.00963	5.00963	
1.776	-4.99013	-0.000540146	-0.000270073	4.98959	4.98959	4.98959	4.98959	
1.778	-4.91144	-0.0204985	-0.0102493	4.89094	4.89094	4.89094	4.89094	
1.78	-4.75528	-0.0400623	-0.0200311	4.71522	4.71522	4.71522	4.71522	
1.782	-4.52414	-0.0589232	-0.0294616	4.46521	4.46521	4.46521	4.46521	
1.784	-4.22164	-0.076784	-0.038392	4.14486	4.14486	4.14486	4.14486	
1.786	-3.85257	-0.0933634	-0.0466817	3.7592	3.7592	3.7592	3.7592	
1.788	-3.42274	-0.1084	-0.0542001	3.31434	3.31434	3.31434	3.31434	
1.79	-2.93893	-0.121658	-0.0608288	2.81727	2.81727	2.81727	2.81727	
1.792	-2.40877	-0.132927	-0.0664633	2.27584	2.27584	2.27584	2.27584	
1.794	-1.84062	-0.14203	-0.071015	1.69859	1.69859	1.69859	1.69859	
1.796	-1.24345	-0.148824	-0.0744122	1.09463	1.09463	1.09463	1.09463	
1.798	-0.626666	-0.153203	-0.0766014	0.473463	0.473463	0.473463	0.473463	
1.8	4.04282e-13	-0.155097	-0.0775484	-0.155097	-0.155097	-0.155097	-0.155097	
1.802	0.626666	-0.154476	-0.0772382	-0.781143	-0.781143	-0.781143	-0.781143	
1.804	1.24345	-0.151352	-0.0756759	-1.3948	-1.3948	-1.3948	-1.3948	
1.806	1.84062	-0.145773	-0.0728863	-1.9864	-1.9864	-1.9864	-1.9864	
1.808	2.40877	-0.137827	-0.0689135	-2.5466	-2.5466	-2.5466	-2.5466	
1.81	2.93893	-0.127641	-0.0638203	-3.06657	-3.06657	-3.06657	-3.06657	
1.812	3.42274	-0.115374	-0.0576872	-3.53811	-3.53811	-3.53811	-3.53811	
1.814	3.85257	-0.101222	-0.050611	-3.95379	-3.95379	-3.95379	-3.95379	
1.816	4.22164	-0.0854068	-0.0427034	-4.30705	-4.30705	-4.30705	-4.30705	
1.818	4.52414	-0.0681786	-0.0340893	-4.59231	-4.59231	-4.59231	-4.59231	
1.82	4.75528	-0.0498093	-0.0249047	-4.80509	-4.80509	-4.80509	-4.80509	
1.822	4.91144	-0.0305889	-0.0152945	-4.94203	-4.94203	-4.94203	-4.94203	
1.824	4.99013	-0.0108208	-0.00541042	-5.00095	-5.00095	-5.00095	-5.00095	
1.826	4.99013	0.00918297	0.00459149	-4.98095	-4.98095	-4.98095	-4.98095	
1.828	4.91144	0.0291068	0.0145534	-4.88233	-4.88233	-4.88233	-4.88233	
1.83	4.75528	0.0486361	0.024318	-4.70665	-4.70665	-4.70665	-4.70665	
1.832	4.52414	0.0674627	0.0337313	-4.45667	-4.45667	-4.45667	-4.45667	
1.834	4.22164	0.0852894	0.0426447	-4.13635	-4.13635	-4.13635	-4.13635	
1.836	3.85257	0.101835	0.0509174	-3.75073	-3.75073	-3.75073	-3.75073	
1.838	3.42274	0.116838	0.0584188	-3.3059	-3.3059	-3.3059	-3.3059	
1.84	2.93893	0.130061	0.0650306	-2.80886	-2.80886	-2.80886	-2.80886	
1.842	2.40877	0.141297	0.0706484	-2.26747	-2.26747	-2.26747	-2.26747	
1.844	1.84062	0.150367	0.0751833	-1.69026	-1.69026	-1.69026	-1.69026	
1.846	1.24345	0.157128	0.0785638	-1.08632	-1.08632	-1.08632	-1.08632	
1.848	0.626666	0.161473	0.0807365	-0.465193	-0.465193	-0.465193	-0.465193	
1.85	-4.21433e-13	0.163334	0.0816669	0.163334	0.163334	0.163334	0.163334	
1.852	-0.626666	0.16268	0.0813402	0.789347	0.789347	0.789347	0.789347	
1.854	-1.24345	0.159523	0.0797615	1.40297	1.40297	1.40297	1.40297	
1.856	-1.84062	0.153911	0.0769556	1.99453	1.99453	1.99453	1.99453	
1.858	-2.40877	0.145933	0.0729665	2.5547	2.5547	2.5547	2.5547	
1.86	-2.93893	0.135714	0.0678571	3.07464	3.07464	3.07464	3.07464	
1.862	-3.42274	0.123416	0.0617078	3.54615	3.54615	3.54615	3.54615	
1.864	-3.85257	0.109231	0.0546155	3.9618	3.9618	3.9618	3.9618	
1.866	-4.22164	0.0933838	0.0466919	4.31502	4.31502	4.31502	4.31502	
1.868	-4.52414	0.0761237	0.0380619	4.60026	4.60026	4.60026	4.60026	
1.87	-4.75528	0.0577227	0.0288613	4.81301	4.81301	4.81301	4.81301	
1.872	-4.91144	0.0384707	0.0192353	4.94991	4.94991	4.94991	4.94991	
1.874	-4.99013	0.018671	0.00933552	5.0088	5.0088	5.0088	5.0088	
1.876	-4.99013	-0.00136419	-0.000682094	4.98877	4.98877	4.98877	4.98877	
1.878	-4.91144	-0.0213193	-0.0106596	4.89012	4.89012	4.89012	4.89012	
1.88	-4.75528	-0.0408797	-0.0204399	4.7144	4.7144	4.7144	4.7144	
1.882	-4.52414	-0.0597373	-0.0298687	4.4644	4.4644	4.4644	4.4644	
1.884	-4.22164	-0.0775949	-0.0387975	4.14404	4.14404	4.14404	4.14404	
1.886	-3.85257	-0.0941711	-0.0470856	3.7584	3.7584	3.7584	3.7584	
1.888	-3.42274	-0.109205	-0.0546023	3.31353	3.31353	3.31353	3.31353	
1.89	-2.93893	-0.122459	-0.0612294	2.81647	2.81647	2.81647	2.81647	
1.892	-2.40877	-0.133725	-0.0668623	2.27504	2.27504	2.27504	2.27504	
1.894	-1.84062	-0.142825	-0.0714124	1.6978	1.6978	1.6978	1.6978	
1.896	-1.24345	-0.149616	-0.074808	1.09383	1.09383	1.09383	1.09383	
1.898	-0.626666	-0.153991	-0.0769957	0.472675	0.472675	0.472675	0.472675	
1.9	4.38584e-13	-0.155882	-0.077941	-0.155882	-0.155882	-0.155882	-0.155882	
1.902	0.626666	-0.155259	-0.0776293	-0.781925	-0.781925	-0.781925	-0.781925	
1.904	1.24345	-0.152131	-0.0760654	-1.39558	-1.39558	-1.39558	-1.39558	
1.906	1.84062	-0.146549	-0.0732743	-1.98717	-1.98717	-1.98717	-1.98717	
1.908	2.40877	-0.1386	-0.0692999	-2.54737	-2.54737	-2.54737	-2.54737	
1.91	2.93893	-0.12841	-0.0642052	-3.06734	-3.06734	-3.06734	-3.06734	
1.912	3.42274	-0.116141	-0.0580705	-3.53888	-3.53888	-3.53888	-3.53888	
1.914	3.85257	-0.101986	-0.0509928	-3.95455	-3.95455	-3.95455	-3.95455	
1.916	4.22164	-0.0861673	-0.0430837	-4.30781	-4.30781	-4.30781	-4.30781	
1.918	4.52414	-0.0689361	-0.034468	-4.59307	-4.59307	-4.59307	-4.59307	
1.92	4.75528	-0.0505638	-0.0252819	-4.80585	-4.80585	-4.80585	-4.80585	
1.922	4.91144	-0.0313404	-0.0156702	-4.94278	-4.94278	-4.94278	-4.94278	
1.924	4.99013	-0.0115693	-0.00578466	-5.0017	-5.0017	-5.0017	-5.0017	
1.926	4.99013	0.0084375	0.00421875	-4.9817	-4.9817	-4.9817	-4.9817	
1.928	4.91144	0.0283643	0.0141821	-4.88307	-4.88307	-4.88307	-4.88307	
1.93	4.75528	0.0478966	0.0239483	-4.70739	-4.70739	-4.70739	-4.70739	
1.932	4.52414	0.0667261	0.0333631	-4.45741	-4.45741	-4.45741	-4.45741	
1.934	4.22164	0.0845557	0.0422779	-4.13708	-4.13708	-4.13708	-4.13708	
1.936	3.85257	0.101104	0.050552	-3.75146	-3.75146	-3.75146	-3.75146	
1.938	3.42274	0.11611	0.058055	-3.30663	-3.30663	-3.30663	-3.30663	
1.94	2.93893	0.129336	0.0646682	-2.80959	-2.80959	-2.80959	-2.80959	
1.942	2.40877	0.140575	0.0702874	-2.26819	-2.26819	-2.26819	-2.26819	
1.944	1.84062	0.149648	0.0748238	-1.69098	-1.69098	-1.69098	-1.69098	
1.946	1.24345	0.156411	0.0782057	-1.08704	-1.08704	-1.08704	-1.08704	
1.948	0.626666	0.16076	0.0803798	-0.465907	-0.465907	-0.465907	-0.465907	
1.95	-4.55736e-13	0.162623	0.0813116	0.162623	0.162623	0.162623	0.162623	
1.952	-0.626666	0.161973	0.0809864	0.788639	0.788639	0.788639	0.788639	
1.954	-1.24345	0.158818	0.0794091	1.40227	1.40227	1.40227	1.40227	
1.956	-1.84062	0.153209	0.0766046	1.99383	1.99383	1.99383	1.99383	
1.958	-2.40877	0.145234	0.0726169	2.554	2.554	2.554	2.554	
1.96	-2.93893	0.135018	0.0675089	3.07394	3.07394	3.07394	3.07394	
1.962	-3.42274	0.122722	0.061361	3.54546	3.54546	3.54546	3.54546	
1.964	-3.85257	0.10854	0.0542701	3.96111	3.96111	3.96111	3.96111	
1.966	-4.22164	0.0926958	0.0463479	4.31434	4.31434	4.31434	4.31434	
1.968	-4.52414	0.0754384	0.0377192	4.59957	4.59957	4.59957	4.59957	
1.97	-4.75528	0.0570401	0.0285201	4.81232	4.81232	4.81232	4.81232	
1.972	-4.91144	0.0377908	0.0188954	4.94923	4.94923	4.94923	4.94923	
1.974	-4.99013	0.0179939	0.00899696	5.00813	5.00813	5.00813	5.00813	
1.976	-4.99013	-0.00203859	-0.00101929	4.9881	4.9881	4.9881	4.9881	
1.978	-4.91144	-0.021991	-0.0109955	4.88945	4.88945	4.88945	4.88945	
1.98	-4.75528	-0.0415487	-0.0207744	4.71373	4.71373	4.71373	4.71373	
1.982	-4.52414	-0.0604037	-0.0302018	4.46373	4.46373	4.46373	4.46373	
1.984	-4.22164	-0.0782586	-0.0391293	4.14338	4.14338	4.14338	4.14338	
1.986	-3.85257	-0.0948321	-0.0474161	3.75773	3.75773	3.75773	3.75773	
1.988	-3.42274	-0.109863	-0.0549315	3.31287	3.31287	3.31287	3.31287	
1.99	-2.93893	-0.123115	-0.0615573	2.81581	2.81581	2.81581	2.81581	
1.992	-2.40877	-0.134378	-0.0671889	2.27439	2.27439	2.27439	2.27439	
1.994	-1.84062	-0.143475	-0.0717377	1.69715	1.69715	1.69715	1.69715	
1.996	-1.24345	-0.150264	-0.075132	1.09319	1.09319	1.09319	1.09319	
1.998	-0.626666	-0.154637	-0.0773183	0.472029	0.472029	0.472029	0.472029	
2	-2.44929e-14	-0.156525	-0.0782624	-0.156525	-0.156525	-0.156525	-0.156525	
